query_id	nugget_id	timestamp	importance	nugget_len	nugget_text
32	VM36.212	1349337723	1	90	Afghanistan President Hamid Karzai said the makers of the film committed a "devilish act".
32	VM36.213	1349337723	1	684	ADL's Abraham Foxman said, "We are greatly concerned that this false notion that an Israeli Jew and 100 Jewish backers were behind the film now has legs and is gathering speed around the world. [...] In an age where conspiracy theories, especially ones of an anti-Semitic nature, explode on the Internet in a matter of minutes, it is crucial for those news organizations who initially reported on his identity to correct the record." Foxman specifically criticized "news organizations across the Arab world and anti-Semites and anti-Israel activists" for continuing to describe the filmmaker and backers as Jewish despite the fact that no Jews were involved in the making of the film.
32	VM36.214	1349337723	1	109	Cooper said that to "catapult what might be a nonexistent Jewish element could lead to violence against Jews,
32	VM36.215	1349337723	2	134	According to the BBC, Muhammad's followers are portrayed as "savage killers hungry for wealth and bent on killing women and children."
32	VM36.217	1349337723	2	204	''The New Republic'' said that the film "includes not a single artistically redeemable aspect" with "atrocious" directing, "terrible" sets and acting consisting of "blank eyes and strained line readings".
32	VM36.218	1349337723	2	136	The ''New York Daily News'' called it an "obscenely inept vanity project" that is "far beneath any reasonable standard of movie-making."
32	VM36.219	1349337723	2	243	Muslim filmmaker Kamran Pasha stated, "I am of the opinion that it is a film of questionable artistic merit, backed by a group of bitter bigots whose only agenda was to incite hatred and violence by smearing the character of Prophet Muhammad."
32	VM36.220	1349337723	1	156	Salman Rushdie called the filmmaker "outrageous and unpleasant and disgusting", and characterized the production as "clearly a malevolent piece of garbage."
32	VM36.221	1349337723	1	423	Dutch politician Geert Wilders linked the Youtube video ''Innocence of Muslims'' to his website. Shortly after it became known that Wilders had put the video online, his own website and that of the Party for Freedom became unreachable. Geert Wilders motivated his action by stating "defending freedom of expression is the greatest good. Everyone should do that as a signal that violence is not accepted and is not working."
32	VM36.222	1349337723	2	284	Turkish Prime Minister Recep Tayyip Erdoğan calledon the international community to recognize Islamophobia as a crime against humanity. He also said: "Legal and peaceful protest by Muslims is a useful and correct thing; but a protest cannot envisage any kind of violence or terrorism”
32	VM36.223	1349337723	1	188	Protesters organized by the Islamic Central Council of Switzerland were held in Bern on September 23. The organizer president, Nikola Blawnshow blamed U.S. officials for producing the film
32	VM36.224	1349337723	1	203	In Novi Pazar, the Torcida Sandžak group organized a protest in the form of a public march which was attended by thousands of people. The protest was held in a peaceful manner without negative incidents.
32	VM36.226	1349337723	1	238	The film has been condemned by the Coptic Orthodox Diocese of Los Angeles said in a statement that it "rejects dragging the respectable Copts of the Diaspora in the latest production of an inflammatory movie about the prophet of Islam ...
32	VM36.227	1349337723	2	272	On September 17, about 500,000 Lebanese protested in Beirut at a rally where Hezbollah leader Hassan Nasrallah made a rare public appearance, calling for sustained protests against the film, calling the protests the "start of a serious movement in defense of the prophet."
32	VM36.228	1349337723	1	108	American diplomats at the U.S. Embassy in Beirut began destroying classified material as a security measure.
32	VM36.229	1349377046	1	212	Klein rejected any blame for the violent reaction to the movie, saying, "Do I feel guilty that these people were incited? Guess what? I didn't incite them. They're pre-incited, they're pre-programmed to do this."
32	VM36.230	1349567494	1	115	muslims in Iligan City will held their Educational Rally as a response to the blasphemous video made by sam bacile.
32	VM36.231	1349585251	1	130	Coptic Christian blogger Alber Saber was arrested on 13 September for allegedly uploading a copy of the video to his Facebook page
32	VM36.232	1351166362	1	290	About 4,000 people gathered near the U.S. Consulate in Johannesburg. The protesters demanded the U.S. government to issue a public apology over the film and called for the punishment of those behind the film. The South African government earlier banned demonstrations near the U.S. embassy.
32	VM36.233	1351406975	1	211	200 protesters held demonstrations near the U.S. embassy in Colombo in protest of the film on September 21. The protesters also burned effigies of U.S. President Obama and American flags as part of the protests.
32	VM36.235	1353432217	1	317	SãoPaulo Rio de Janeiro | About 500 people, including many non-Muslims, especially Roman Catholics and Jews with Anti-US feelings,held demonstations in SãoPaulo, where Hassan Gharib, the organizer of the protest march, stated that the anti-Islam movie was produced “to incite a dispute between Muslims and Christians”
32	VM36.236	1353565579	1	297	Islamabad police official Mohammed Iqbal reported over 1000 people protesting the video in the capital of Pakistan, most of which were students. The protests got out of hand and resulted in the use of tear gas and batons to try and navigate the crowds away from government buildings and embassies.
32	VM36.237	1353565579	1	160	In fact the Pakistani army was sent in to protect foreign embassies on Thursday September 20th when crowds clashed with police over anti-western way of thinking
32	VM36.238	1354158813	2	291	The president of the United States, Barrack Obama, addressed the dilemma by giving a speech after the protests and attacks, where he showed his respect towards the Islam and tried to advocate for a mutual respect. However, Obama also stated that America will not tolerate any acts of terror.
33	VM39.003	1358051844	3	19	The battle of Konna
33	VM39.004	1358051844	3	44	fought between Mali and an army of Islamists
33	VM39.005	1358051844	2	16	10 January 2013,
33	VM39.006	1358051844	3	34	an Islamist army captured the town
33	VM39.007	1358051844	3	59	after 2-3 hours of fiercest fighting since start of crisis.
33	VM39.008	1358051844	3	37	Mali successfully recaptured the town
33	VM39.009	1358051844	2	35	Army launched an offensive on Konna
33	VM39.010	1358051844	3	26	Mali asked French for help
33	VM39.011	1358051844	2	23	dozens of soldiers dead
33	VM39.012	1358051844	2	33	a hundred Islamists fighters dead
33	VM39.013	1358054187	2	30	army of around 1,000 Islamists
33	VM39.014	1358054187	1	24	strategic town of Konna.
33	VM39.015	1358054187	3	61	 the Malian army retreated, giving the town to the Islamists.
33	VM39.016	1358054187	3	55	the first step for the Islamists taking over the south,
33	VM39.017	1358054187	3	68	French launched offensive with Malian government to retake the town.
33	VM39.018	1358054187	1	19	more than 148 dead.
33	VM39.019	1358054187	3	102	Western leaders fear Mali could become a haven for terrorists to plan and launch international attacks
33	VM39.021	1358055189	2	23	1,200 Islamist fighters
33	VM39.022	1358055189	2	46	West African regional forces arriving in Mali 
33	VM39.023	1358055189	1	127	Islamists took advantage of a power vacuum in Mali following a March coup that overthrew the democratically elected president. 
33	VM39.024	1358055189	3	108	On 11 January, French Gazelle helicopters from Special forces stopped an Islamist column advancing to Mopti.
33	VM39.025	1358055189	3	28	French conducted airstrikes.
33	VM39.026	1358055189	2	79	French military intervention against Islamists escalates conflict, is decisive 
33	VM39.027	1358055189	2	31	rebel command center destroyed.
33	VM39.028	1358055189	2	77	One French pilot killed after his attack helicopter was downed by ground fire
33	VM39.029	1358055189	2	63	 importance of Sévaré military airport and Malian command post.
33	VM39.030	1358055189	2	51	French special forces reported to be on the ground.
33	VM39.031	1358292714	2	134	However, on 15 January, the French defense minister confirmed that the Mali military had still not recaptured Konna from rebel forces.
33	VM39.032	1358295714	2	19	10 civilians killed
33	VM39.033	1358295714	1	49	city's hospital overwhelmed with dead and wounded
33	VM39.034	1358360132	3	112	The battle started when rebel fighters, disguised as passengers on a public bus, managed to infiltrate the town 
33	VM39.036	1358360132	3	106	As soldiers entered the bus to search it at a checkpoint, the Islamists opened fire, killing the soldiers.
33	VM39.037	1358360132	3	73	The heavily armed rebels poured out of the bus, destroying the checkpoint
33	VM39.038	1358360132	3	92	more fighters arrived in a convoy of jeeps and pickup trucks and fanned out across the town.
33	VM39.039	1358530770	2	101	On 18 January, the Malian army released a statement claiming to have complete control of Konna again.
33	VM39.040	1358531010	1	46	The claim was confirmed by residents of Konna.
33	VM39.041	1360497808	2	23	58 Malian soldiers dead
33	VM39.042	1363240796	2	49	captured soldiers summarily executed by Islamists
34	VM40.001	1361062836	3	31	bomb attack in Quetta, Pakistan
34	VM40.003	1361062998	3	25	At least 84 people killed
34	VM40.004	1361062998	3	11	190 injured
34	VM40.006	1361082471	3	31	took place on February 11, 2013
34	VM40.008	1361083587	3	115	Acts of violence involving Sunni Muslims and their Shia counterparts in Pakistan have been evident since the 1980s.
34	VM40.009	1361083587	3	97	expert analysis suggests that in recent times it is the Sunnis who are dominating the aggression 
34	VM40.010	1361083587	3	68	The number of violent incidents has been increasing in recent years,
34	VM40.011	1361083671	2	62	Quetta is the capital of the Pakistani province of Balochistan
34	VM40.014	1361084714	2	35	The bomb went off in a market area 
34	VM40.015	1361084714	1	48	It took place towards the end of the market day,
34	VM40.017	1361084714	2	62	70-80 kg of explosives had been planted inside  a water tanker
34	VM40.018	1361084714	3	54	The blast dealt severe damage to buildings in the area
34	VM40.020	1361153338	2	116	Immediately after the attack, Prime Minister Raja Pervez Ashra released a statement strongly condemning the bombing,
34	VM40.021	1361153338	2	49	Protests were held in the aftermath of the blast,
34	VM40.022	1361153338	1	26	1500 marchers demonstrated
34	VM40.024	1361165793	2	78	The number of violent incidents has been increasing in recent years, although 
34	VM40.025	1361188798	1	73	United Nations Secretary General Ban Ki-Moon strongly condemned the blast
34	VM40.026	1361283947	1	160	Political parties, including the Pakistan Muslim League (N), Muttahida Qaumi Movement and Majlis-e-Wahdat-e-Muslimeen raised the incompetency of the government.
34	VM40.027	1361285073	1	121	The Supreme Court of Pakistan took notice of the incident on 18 February and scheduled an open hearing the following day,
34	VM40.029	1361286575	1	151	During a Senate session in Islamabad, numerous lawmakers staged a walkout to protest the government's failure in addressing the "root causes" of terror
34	VM40.030	1361286992	3	162	On 19 February, security forces killed four high-profile target killers and arrested several other suspects accused of killing Shia civilians during an operation.
34	VM40.031	1361287266	3	76	Among the arrested men was one of the masterminds of the Hazara Town attack.
34	VM40.032	1361531797	3	97	As of 19 February, one of the masterminds of the attack has been arrested and taken into custody 
34	VM40.033	1361286575	3	56	and that they are motivated by the ideology of Al-Qaeda.
34	VM40.034	1361286575	3	51	Quetta has seen numerous of these violent incidents
34	VM40.035	1361286575	2	113	 four high-profile militants accused of killing Shia civilians were killed during an operation by security forces
35	VM41.001	1366154860	3	75	At least 31 people killed and 200 wounded during a wave of bombings in Iraq
35	VM41.002	1366154860	3	79	bombings in Kirkuk, Baqubah, Tikrit, Fallujah, Nassiriyah, Mussayab and Baghdad
35	VM41.006	1366164619	2	73	Tuz Khurmatu (105 miles) northof Baghdad,witnessed the most deadly attack
35	VM41.007	1366165028	2	72	attacks came just before the provincial elections to be held on 20 April
35	VM41.008	1366165595	1	26	Many condemned the attacks
35	VM41.009	1366165633	1	97	Iran supports Iraqi government in its efforts to reinforce stability and security in the country.
35	VM41.012	1366168307	2	68	Twentycars packed with explosives and three roadside bombs were used
35	VM41.013	1366168307	1	45	These attacks targeted Shia areas of the city
35	VM41.014	1366169207	1	78	tensions were high inIraq as Sunni groups claimed they were being marginalized
35	VM41.015	1366169207	1	65	marginalized by Prime Minister Nouri Maliki's Shia-led government
35	VM41.016	1366169207	1	85	Overall, violence has decreased since its peak in 2006-07, but attacks remain common.
35	VM41.017	1366169207	2	85	During morning rush houron 15 April, a series of coordinated attacks were carried out
35	VM41.019	1366169207	1	91	Inthe town of Tarmiyah, 30 miles north of Baghdad, gunmen shot and killed a police officer.
35	VM41.020	1366170076	2	48	No group claimed responsibility for the attacks.
35	VM41.021	1366170076	2	98	In Baghdad, two car bombs targeted a heavily armed airport checkpoint, killing two and wounding 17
35	VM41.022	1366172419	1	48	Fourteen election candidates have been murdered.
35	VM41.023	1366172419	1	82	Anbar and Ninevah provinces have postponed elections because of security concerns.
35	VM41.026	1366260605	1	129	In Fallujah, a suicide car bomber killed 2 policemen and injured 6 others at a checkpoint, while a sticky bomb killed 2 civilians
35	VM41.027	1366260605	1	97	A blast in Ramadi targeted a local Sunni cleric, killing 2 of his bodyguards and injuring another
35	VM41.029	1366264406	1	138	accused the current cabinet of not doing enough to protect civilians and being too preoccupied with campaigning for the upcoming elections
36	VM42.001	1363708392	3	25	Bombings in Baghdad, Iraq
36	VM42.002	1363708392	3	19	Shia areas targeted
36	VM42.003	1363708392	3	26	19 March 2013 Iraq attacks
36	VM42.004	1363708392	2	23	Numbers reported killed
36	VM42.005	1363708392	2	24	Numbers reported injured
36	VM42.006	1363709215	3	9	Car bombs
36	VM42.007	1363728050	2	16	Bombings in Iraq
36	VM42.008	1363834755	3	32	10th anniversary of the Iraq War
36	VM42.011	1363835020	3	56	Attacks in Baghdad, Mosul and several other Iraqi cities
36	VM42.012	1363835020	3	18	At least 98 killed
36	VM42.013	1363835020	3	21	More than 240 injured
36	VM42.014	1363836618	3	19	Coordinated attacks
36	VM42.015	1363836618	2	20	Mashtal neighborhood
36	VM42.017	1363836618	2	24	New Baghdad neighborhood
36	VM42.019	1363836618	2	39	Bomb at the Ministry of Labor in Qahira
36	VM42.020	1363836618	2	12	Iskandiriyah
36	VM42.022	1363836618	2	31	Green Zone blast, near entrance
36	VM42.024	1363836618	2	4	Taji
36	VM42.027	1363836618	3	9	Shootings
36	VM42.028	1363836618	2	14	Kadhimiya area
36	VM42.029	1363836618	2	15	Zafraniyah area
36	VM42.030	1363836618	2	15	Husseiniya area
36	VM42.031	1363836618	2	6	Shuala
36	VM42.033	1363836618	2	24	Sadr City slum targetted
36	VM42.034	1363836618	3	13	Mortar rounds
36	VM42.035	1363836618	3	12	Sticky bombs
36	VM42.036	1363836618	3	3	IED
36	VM42.039	1363836618	3	24	Security forces attacked
36	VM42.040	1363836618	2	6	Dujail
36	VM42.046	1363837245	2	8	Tarmiyah
36	VM42.047	1363837245	2	5	Balad
36	VM42.049	1363837245	3	5	Mosul
36	VM42.050	1363837245	3	15	Suicide bombing
36	VM42.051	1363837245	2	6	Baquba
36	VM42.056	1363837245	2	4	Noor
36	VM42.058	1363837245	2	15	Roadside blasts
36	VM42.059	1363837245	2	6	Tikrit
36	VM42.062	1363837245	2	6	Sinjar
36	VM42.063	1363837245	2	6	Ramadi
36	VM42.066	1363837245	2	12	Tuz Khormato
36	VM42.070	1363837245	2	5	Baiji
36	VM42.073	1363837245	2	9	Tel Keppe
36	VM42.074	1363837245	1	42	Increased violence and instability in Iraq
36	VM42.075	1363837909	3	45	Islamic State of Iraq claimed responsibility 
36	VM42.082	1363846754	2	14	Iraqi response
36	VM42.083	1363846754	1	22	International response
37	VM43.001	1325466452	3	62	The 2011–12 Los Angeles arson attacks occured around New Years
37	VM43.002	1325466627	2	54	The widespread arson attacks happened around nighttime
37	VM43.003	1325466627	2	80	The fires which were started in parked cars spread to carports and nearby houses
37	VM43.004	1325466627	2	91	Police are searching for suspects that they would like to question in relation to the fires
37	VM43.005	1325466627	1	28	Rash of arson fires continue
37	VM43.006	1325466627	1	34	the attackers have not been caught
37	VM43.007	1325466765	2	61	Cars are being deliberately set on fire in these arson atacks
37	VM43.008	1325466765	2	65	There have been a large number of fires in a short period of time
37	VM43.009	1325466765	1	40	Law enforcement agencies remain on alert
37	VM43.010	1325481549	2	60	/arson-suspected-in-at-least-9-new-fires-in-north-hollywood/
37	VM43.011	1325481549	2	66	Hundreds of firefighters on alert tackling fires as they break out
37	VM43.012	1325481786	1	51	There has been a total of at least 34 fires so far 
37	VM43.013	1325481967	1	50	Fires continue for 3 days in this series of arson.
37	VM43.014	1325482342	1	79	Los Angeles residents are on high alert after dozens of fires have been started
37	VM43.015	1325482342	2	83	Samuel Arrington,22 a Sunland resident, arrested on suspicion of starting the fires
37	VM43.016	1325482755	2	53	It is the worst arson in Los Angeles since 1992 riots
37	VM43.017	1325488665	2	119	Police distibuting a DVD showing a white male, 20-30 years old with receding hairline  and ponytail as possible suspect
37	VM43.018	1325489355	3	40	another fire in Burbank brings it to 40.
37	VM43.020	1325558510	2	47	There have been no reported injuries or deaths.
37	VM43.022	1325558510	1	87	There are estimated to be more than fifty arson fires in the Los-Angeles Hollywood area
37	VM43.023	1325558685	3	73	There is currently one person of interest who has been taken into custody
37	VM43.025	1325565783	2	108	By January 2, the number had reached fifty-five fires covering Hollywood, West Hollywood and elsewhere in LA
37	VM43.026	1325566823	2	96	On the morning of December 29, twenty-one fires were set in Lennox, Hollywood and West Hollywood
37	VM43.027	1325567531	2	65	the total amount of damage is estimated at  between 2 -3 million.
37	VM43.028	1325567531	3	79	Among the buildings damaged was a home in which singer Jim Morrison once lived.
37	VM43.029	1325570435	1	92	authorities reported the suspect was a "male driving a white-and-tan mid-1990s Lexus ES300".
37	VM43.030	1325601746	2	78	Police reports indicate that flammable materials were seized in Burkhart's van
37	VM43.031	1325638960	1	163	The U.S. State Department said that he was identified as a suspect because his mother Dorothee Burkhart was the subject of a provisional arrest request by Germany.
37	VM43.032	1325639234	2	76	authorities learned about Harry Burkhart while working on the mother's case 
37	VM43.033	1325649325	2	145	.Harry Burkhart was taken into custody after a reserve Los Angeles County Sheriff's deputy spotted him driving a van similar to one being sought.
37	VM43.034	1325649325	2	142	the real break in the investigation came after U.S. marhalls recognized Burkhart from surveillance videotape taken near several of the fires..
37	VM43.035	1325649795	1	85	Harry Burkhart, a German national has been identified as a suspect in the arson fires
37	VM43.036	1325650118	1	121	he German embassy in Ottawa says Dorothee Burkhart has been wanted by authorities in Frankfurt and Dusseldorf since 2005.
37	VM43.037	1325650296	2	82	Dorothee Burkhart was arrested by U.S. authorities the day before the fires began.
37	VM43.038	1325652981	1	94	There has been at least 1 arrest made of a German man with mental illness and is due in court.
37	VM43.039	1325670084	1	118	Immigration officials believed Harry Burkhart was in the United States with a visa that is due to expire in two weeks.
37	VM43.040	1325670084	1	160	Authorities said Harry Burkhart watched as his mother was arrested, and a day later he exploded in an expletive-laced rant against the U.S. at her court hearing
37	VM43.041	1325670820	1	113	The disturbance he made in court left an impression on federal authorities who later recognized him in the video.
37	VM43.042	1325714045	2	103	 Harry Burkhart is a suspect in a October 2011 fire in Germany that burned a home owned by his family, 
37	VM43.043	1325714045	3	54	Arson was motivated by Burkhart's rage against America
37	VM43.044	1325714249	1	55	 Burkhart has been booked on arson charges and arrested
37	VM43.045	1325714291	1	127	federal authorities recognized him in the video that showed a ponytailed man emerging from a garage where a car was set ablaze.
37	VM43.046	1325714454	1	109	he U.S. State Department said it could not determine how the Burkharts had gained entry to the United States.
37	VM43.048	1325737288	1	78	a law enforcement official said that Burkhart had been put on a suicide watch.
37	VM43.049	1325740016	1	169	On January 4, 2012 Harry Burkhart, 24, was charged with 28 counts of arson of property and nine counts of arson of an inhabited structure in connection with these fires.
37	VM43.050	1325743005	2	116	The Los Angeles County district attorney's office said that Harry Burkhart was "motivated by rage against Americans"
37	VM43.051	1325743005	3	31	Suspect in arson fires arrested
37	VM43.052	1325795316	1	36	His bail was set at at $2.85 million
37	VM43.053	1325795316	2	82	If convicted on all 37 counts, Burkhart could be facing up to a 341-year sentence.
37	VM43.054	1325808166	1	53	Harry Burkhart, a suspect travels on German documents
37	VM43.055	1325812702	1	117	The Burkharts filed refugee claims in Canada, saying "we are persecuted [in Germany] because of our [Chechen] origin,
37	VM43.056	1325812702	2	76	officials estimate that there have been at least 53 fires across Los Angeles
37	VM43.057	1325816383	1	69	On twitter there has been mixed reaction to the various arson attacks
37	VM43.058	1325817330	2	85	This has been thought to be one of the worst incidents of arson in the city's history
37	VM43.059	1325822978	1	64	two other persons were arrested on December 29 for arson attacks
37	VM43.060	1325822978	1	70	may have coincided with Burkhart commencing his suspected arson spree.
37	VM43.061	1325826541	2	161	On January 2 Los Angeles County Sheriff's Reserve Deputy Shervin Lalezary arrested Burkhart near a drugstore at the corner of Sunset Boulevard and Fairfax Avenue
37	VM43.062	1325826541	2	81	Burkhart spotted driving a blue minivan consistent with the descriptions provided
37	VM43.063	1325906891	2	85	The fires terrorized residents  over the New Years  weekend and put residents on edge
37	VM43.064	1328355110	3	65	Police reports indicated that an accelerant was used in the fires
37	VM43.065	1328366387	1	130	he torched dozens of cars, homes and garages late at night, when most residents were sleeping, to inflict maximum fear and damage.
38	VM45.001	1365160888	3	76	On 4 April 2013 a building collapsed in Thane in Maharashtra state of India,
38	VM45.002	1365160888	3	30	near the India city of Mumbai.
38	VM45.003	1365160888	3	22	72 people where killed
38	VM45.004	1365160888	3	21	including 26 children
38	VM45.005	1365160888	3	23	62 people where injured
38	VM45.006	1365163627	3	79	the building was still under construction and inhabited by construction workers
38	VM45.007	1365163627	3	100	A section of the building collapsed, which then resulted in destruction of the eight-story building.
38	VM45.009	1365164537	3	50	Building collapses in India seems to be a problem.
38	VM45.010	1365164537	3	130	There is a lack of housing, and some builders do not follow proper building practices and laws, nor execute proper safety measures
38	VM45.011	1365164537	2	46	Poor construction materials are also to blame.
38	VM45.012	1365164537	2	103	The police have said that the builders did not follow the laws during the construction of the building.
38	VM45.017	1365168482	2	120	IBN reports that tuition classes were held in the building, which explains why there were many children in the building.
38	VM45.018	1365168482	3	130	The building had come to the attention of the Municipal Commissioner RA Rajeevsaid because the building was built on forest land. 
38	VM45.021	1365168482	2	87	The Commissioner has issued total notices to about 250 illegal buildings in this belt.l
38	VM45.022	1365168782	3	108	Immediately upon notification of the incident medical teams and fire tenders were dispatched to the location
38	VM45.024	1365169311	3	65	the fifth through eight stories may have been under construction.
38	VM45.025	1365169613	2	76	A number of local hospitals are treating the people injured in the collapse.
38	VM45.026	1365170893	3	46	he building was illegally built on forest land
38	VM45.027	1365170893	2	92	the builder wanted the building to be occupied to prevent the building from being torn down.
38	VM45.031	1365193922	2	130	The building collapse appeared to be the result of poor quality building material, according to police inspector Digamber Jangale.
38	VM45.036	1365211383	2	207	t a state assembly meeting  Maharashtra Chief Minister Prithviraj Chavan assured the participants that there would be a thorough investigation of the circumstances leading up to the collapse of the building.
38	VM45.038	1365211383	2	69	As a first step, the Deputy Commissioner of Thane has been suspended.
38	VM45.043	1365232802	3	125	Citing dereliction of duty, two individuals have been suspended: a senior police officer andthe Deputy Commissioner of Thane.
38	VM45.049	1365356298	3	156	ine people, including builders and officials, were arrested 7 April 2013 for their parts in the construction, bribery and ultimate collapse of the building.
38	VM45.052	1365535660	3	147	By 9 April, a total of 11 suspects have been arrested including the builders, municipal officials and other people in connection with the disaster.
38	VM45.056	1365560026	3	223	Sameer Hashmi, BBC reporter, reports that activists "allege that unscrupulous builders often pay hefty bribes to authorities who turn a blind eye to these illegal structures and do not take any action against the builders."
38	VM45.061	1365650492	3	117	TMC engineers Subash Rawal and Ramesh Inamdar allegedly received bribes so that they would not demolish the building.
38	VM45.062	1365658830	2	139	In February 2013, Sunil Kumar Lahoria, a Navi Mumbai developer, was killed after having lodged complaints about 600 area illegal buildings.
39	VM46.006	1359740124	3	68	1 February 2013, a bombing outside the U.S. embassy in Ankara,Turkey
39	VM46.007	1359740616	3	27	killed at least two people.
39	VM46.008	1359746460	3	104	a security guardat the embassy's gate was killed by the blast, while a Turkish citizen had been wounded.
39	VM46.009	1359746460	1	82	Francis J. Ricciardone, Jr., the United States ambassador toTurkey, told reporters
39	VM46.010	1359758653	1	26	Suicide bombings in Turkey
39	VM46.011	1359785461	3	64	Turkish officials announced that suicide bomber was Ecevit Şanlı
39	VM46.012	1359785461	1	12	30-year-old.
39	VM46.013	1359785663	1	32	was imprisoned from 1997 to 2000
39	VM46.015	1359902173	3	102	Due to their alleged roles in the attack, three more people were also arrested in Istanbul and Ankara.
39	VM46.016	1359740124	3	36	 a Turkish citizen had been wounded.
40	VM47.001	1324569528	3	19	On 22 December 2011
40	VM47.002	1324569528	3	44	Bombings took place throughout Baghdad, Iraq
40	VM47.003	1324569528	3	20	Coordinated bombings
40	VM47.004	1324569528	2	27	Initial estimates -- killed
40	VM47.005	1324569749	2	28	Initial estimates -- wounded
40	VM47.006	1324573054	2	17	At least 14 bombs
40	VM47.007	1324573054	2	30	Bombs went off in 11 locations
40	VM47.008	1324573054	3	29	Shi'ite areas mainly targeted
40	VM47.009	1324573054	3	30	Sunni area targeted - Adhamiya
40	VM47.015	1324573375	3	39	Possible responsibility for the attacks
40	VM47.018	1324573375	2	24	Iraqi political reaction
40	VM47.019	1324573642	1	12	U.S reaction
40	VM47.023	1324582581	2	9	Car bombs
40	VM47.024	1324582581	2	14	Roadside bombs
40	VM47.025	1324582581	2	37	Possible motivation for the bombings 
40	VM47.027	1324582581	2	23	Karrada district attack
40	VM47.029	1324582581	1	9	Aftermath
40	VM47.033	1324582581	2	14	Suicide bomber
40	VM47.034	1324583081	3	32	Other attacks around the country
40	VM47.037	1324598558	1	10	IED attack
40	VM47.040	1324631134	1	14	Baqubah attack
40	VM47.041	1324631134	1	12	Mosul attack
40	VM47.042	1324632530	1	15	Musayyib attack
40	VM47.043	1324632530	1	22	Jurf Al-Sakhar attack\n
40	VM47.044	1324632530	1	13	Kirkuk attack
40	VM47.045	1324632530	3	19	Estimated 69 killed
40	VM47.046	1324632530	3	20	At least 169 wounded
40	VM47.050	1324984254	2	40	Additional evening explosions in Baghdad
40	VM47.051	1324984254	2	59	Official death toll was raised to 72 after evening bombings
40	VM47.052	1327874898	3	73	Islamic State of Iraq claimed responsibility for Dec. 22 Baghdad bombings
40	VM47.053	1327874898	3	58	Islamic State of Iraq claimed motives for Dec. 22 bombings
41	VM49.001	1358383114	3	26	Aleppo University bombings
41	VM49.002	1358383114	3	88	explosions struck between the University halls of residence and the architecture faculty
41	VM49.003	1358383114	2	36	explosions on the first day of exams
41	VM49.004	1358383114	2	13	Aleppo, Syria
41	VM49.005	1358383114	3	26	blamed terrorists, rebels 
41	VM49.006	1358383114	3	42	unclear if cause was explosion or shelling
41	VM49.008	1358463784	2	47	Syrian government and rebels blamed each other.
41	VM49.009	1358778653	2	43	 blamed missiles fired by Syrian warplanes 
41	VM49.010	1358778653	1	30	No one claimed responsibility.
41	VM49.011	1358779242	2	57	University has been a center for anti-Government protests
41	VM49.012	1358779242	2	77	University a refuge for over 30,000 civilians fleeing the fighting in Aleppo.
41	VM49.013	1358779670	3	27	explosions were accidental.
41	VM49.014	1358779670	2	103	after explosions at Aleppo University, the Syrian army launched an offensive against rebels in the city
41	VM49.015	1358779670	3	43	fired heat-seeking missile at a MIG fighter
41	VM49.016	1358779670	3	49	pilot dropped a heat balloon as an evasive tactic
41	VM49.017	1358779670	2	49	students saw heat balloons before the explosions.
41	VM49.018	1358779820	2	38	explosions took place January 15, 2013
41	VM49.019	1358779820	2	34	missile, rocket attack on building
41	VM49.020	1358779820	3	34	bombings killed at least 82 people
41	VM49.021	1358779820	2	46	unknown number of students and children killed
41	VM49.022	1359421639	2	61	roar of jet after missile hit heard on amateur video footage 
41	VM49.023	1359421639	3	104	Experts identified the missile as air-to-ground as opposed to ballistic missile Syrian government blamed
42	VM50.001	1360571233	3	20	On February 10, 2013
42	VM50.002	1360571233	3	28	Carnival Triumph engine fire
42	VM50.003	1360571233	2	27	Fire in her aft engine room
42	VM50.004	1360571233	3	35	Fire was automatically extinguished
42	VM50.005	1360571233	3	23	Triumph lost propulsion
42	VM50.006	1360571233	3	18	Triumph lost power
42	VM50.007	1360579242	3	37	Back-up generator provided some power
42	VM50.009	1360579242	3	44	Ship was left adrift off the coast of Mexico
42	VM50.010	1360579242	2	57	First planned to be towed to the port of Progreso, Mexico
42	VM50.011	1360619485	3	44	Some shipboard functions restored by Feb. 11
42	VM50.012	1360619485	2	25	Carnival Triumph disabled
42	VM50.013	1360619485	3	50	Sewage system restored only to the forward section
42	VM50.014	1360619485	2	34	Carnival Elation provided supplies
42	VM50.015	1360619485	2	42	Carnival Legend transfer of food and water
42	VM50.016	1360619485	2	81	Carnival Legend to transfer patient in need of dialysis and transport to Cozumel.
42	VM50.017	1360657139	2	47	Towed to dock in Mobile, AL; destination change
42	VM50.018	1360710710	2	37	Seagoing tugboats to tow ship to port
42	VM50.019	1360722343	3	42	Sanitation and physical conditions onboard
42	VM50.020	1360722343	3	41	Passengers' health and conditions onboard
42	VM50.022	1360802079	2	44	Bahamas Marine Authority leads investigation
42	VM50.023	1360802079	2	65	Federal officials investigating Carnival Triumph engine room fire
42	VM50.024	1360802079	2	50	National Transportation Safety Board investigating
42	VM50.025	1360802079	2	30	U.S. Coast Guard investigating
42	VM50.026	1360808634	1	24	Nicknames for the voyage
42	VM50.027	1360836166	1	23	Triumph's cancellations
42	VM50.028	1360836166	1	24	Passengers' compensation
42	VM50.030	1360836166	2	46	Carnival cruise ships diverted to help Triumph
42	VM50.032	1360904280	2	16	Location updates
